Timestamp,MAE,RMSE,R2
2024-09-05 17:44:46.863892,17421.723644912006,28524.849232179462,0.893920153883917
2024-09-05 17:45:12.082636,17313.07766722263,803618617.7119162,0.8952301902155189
2024-09-05 17:46:26.499019,17278.724891000496,797221821.2875398,0.8960641568880682
2024-09-05 17:47:30.172430,17125.43732881472,777168312.3054688,0.8986785840245934
2024-09-05 17:48:48.559356,17353.127875612572,808005180.5224843,0.8946583028287141
2024-09-05 17:49:12.008461,17371.373145136822,828592790.0938063,0.8919742436355038
2024-09-05 17:49:30.445383,17503.71561211831,823412089.1387331,0.8926496648386097
2024-09-05 18:19:22.182714,17218.848736445274,796205163.2482033,0.8961967011908625
